code	name	Component	type	area	date	variable	value	hour	DateTime
GB0729A	Aberdeen	NO2	background	urban	2014-11-30	X18.00.18.59	66.74625	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-11-30	X18.00.18.59	3.741806	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-11-30	X18.00.18.59	11	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-01	X18.00.18.59	39.349688	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-01	X18.00.18.59	11.813991	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-01	X18.00.18.59	11.7	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-02	X18.00.18.59	41.023125	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-02	X18.00.18.59	6.210844	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-02	X18.00.18.59	9	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-03	X18.00.18.59	103.035938	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-03	X18.00.18.59	17.358806	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-03	X18.00.18.59	47.3	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-04	X18.00.18.59	71.145	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-04	X18.00.18.59	54.759656	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-04	X18.00.18.59	13.2	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-05	X18.00.18.59	34.185938	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-05	X18.00.18.59	2.511113	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-05	X18.00.18.59	5	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-06	X18.00.18.59	26.105625	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-06	X18.00.18.59	1.957444	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-06	X18.00.18.59	3.8	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-07	X18.00.18.59	30.2175	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-07	X18.00.18.59	0.238106	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-07	X18.00.18.59	4.1	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-08	X18.00.18.59	57.805313	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-08	X18.00.18.59	1.959356	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-08	X18.00.18.59	12.2	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-09	X18.00.18.59	25.05375	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-09	X18.00.18.59	0.590963	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-09	X18.00.18.59	-3.1	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-10	X18.00.18.59	21.754688	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-10	X18.00.18.59	0.2907	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-10	X18.00.18.59	NA	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-11	X18.00.18.59	23.810625	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-11	X18.00.18.59	-0.017213	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-11	X18.00.18.59	NA	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-12	X18.00.18.59	17.9775	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-12	X18.00.18.59	0.590963	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-12	X18.00.18.59	9.8	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-13	X18.00.18.59	25.245	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-13	X18.00.18.59	0.238106	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-13	X18.00.18.59	7.6	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-14	X18.00.18.59	18.790313	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-14	X18.00.18.59	0.547931	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-14	X18.00.18.59	16.7	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-15	X18.00.18.59	45.995625	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-15	X18.00.18.59	0.939994	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-15	X18.00.18.59	10.8	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-16	X18.00.18.59	102.1275	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-16	X18.00.18.59	2.458519	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-16	X18.00.18.59	35.8	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-17	X18.00.18.59	69.9975	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-17	X18.00.18.59	0.791775	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-17	X18.00.18.59	9.8	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-18	X18.00.18.59	53.693438	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-18	X18.00.18.59	0.039206	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-18	X18.00.18.59	4.7	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-19	X18.00.18.59	20.84625	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-19	X18.00.18.59	0.335644	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-19	X18.00.18.59	8.4	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-20	X18.00.18.59	32.895	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-20	X18.00.18.59	0.49725	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-20	X18.00.18.59	14.9	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-21	X18.00.18.59	60.913125	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-21	X18.00.18.59	0.039206	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-21	X18.00.18.59	10.4	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-22	X18.00.18.59	36.91125	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-22	X18.00.18.59	-0.315563	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-22	X18.00.18.59	9	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-23	X18.00.18.59	59.574375	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-23	X18.00.18.59	0.086063	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-23	X18.00.18.59	20.7	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-24	X18.00.18.59	5.402813	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-24	X18.00.18.59	0.491513	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-24	X18.00.18.59	4.3	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-25	X18.00.18.59	40.879688	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-25	X18.00.18.59	0.4896	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-25	X18.00.18.59	19	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-26	X18.00.18.59	66.1725	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-26	X18.00.18.59	3.275156	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-26	X18.00.18.59	45.8	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-27	X18.00.18.59	15.825938	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-27	X18.00.18.59	1.049006	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-27	X18.00.18.59	2.1	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-28	X18.00.18.59	22.997813	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-28	X18.00.18.59	3.928275	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-28	X18.00.18.59	5.8	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-29	X18.00.18.59	112.215938	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-29	X18.00.18.59	1.754719	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-29	X18.00.18.59	57.3	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-30	X18.00.18.59	84.34125	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-30	X18.00.18.59	1.809225	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-30	X18.00.18.59	36.9	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2014-12-31	X18.00.18.59	18.120938	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2014-12-31	X18.00.18.59	1.659094	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2014-12-31	X18.00.18.59	13	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-01	X18.00.18.59	7.65	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-01	X18.00.18.59	3.63375	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-01	X18.00.18.59	1	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-02	X18.00.18.59	12.04875	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-02	X18.00.18.59	3.63375	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-02	X18.00.18.59	7.5	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-03	X18.00.18.59	13.96125	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-03	X18.00.18.59	10.90125	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-03	X18.00.18.59	5	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-04	X18.00.18.59	47.43	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-04	X18.00.18.59	7.07625	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-04	X18.00.18.59	13.2	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-05	X18.00.18.59	41.11875	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-05	X18.00.18.59	5.7375	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-05	X18.00.18.59	12.9	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-06	X18.00.18.59	54.88875	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-06	X18.00.18.59	4.01625	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-06	X18.00.18.59	7.7	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-07	X18.00.18.59	18.93375	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-07	X18.00.18.59	3.63375	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-07	X18.00.18.59	8.3	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-08	X18.00.18.59	43.605	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-08	X18.00.18.59	3.825	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-08	X18.00.18.59	9.7	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-09	X18.00.18.59	35.5725	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-09	X18.00.18.59	3.06	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-09	X18.00.18.59	12.2	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-10	X18.00.18.59	19.5075	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-10	X18.00.18.59	3.4425	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-10	X18.00.18.59	6.3	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-11	X18.00.18.59	22.185	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-11	X18.00.18.59	2.86875	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-11	X18.00.18.59	5.6	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-12	X18.00.18.59	24.0975	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-12	X18.00.18.59	4.2075	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-12	X18.00.18.59	13.9	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-13	X18.00.18.59	21.42	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-13	X18.00.18.59	3.825	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-13	X18.00.18.59	4.9	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-14	X18.00.18.59	36.14625	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-14	X18.00.18.59	9.37125	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-14	X18.00.18.59	11	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-15	X18.00.18.59	23.14125	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-15	X18.00.18.59	3.25125	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-15	X18.00.18.59	1.4	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-16	X18.00.18.59	34.61625	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-16	X18.00.18.59	4.78125	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-16	X18.00.18.59	5.7	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-17	X18.00.18.59	71.5275	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-17	X18.00.18.59	3.4425	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-17	X18.00.18.59	22.6	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-18	X18.00.18.59	11.475	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-18	X18.00.18.59	4.9725	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-18	X18.00.18.59	8.1	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-19	X18.00.18.59	103.275	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-19	X18.00.18.59	4.59	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-19	X18.00.18.59	27	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-20	X18.00.18.59	44.56125	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-20	X18.00.18.59	24.48	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-20	X18.00.18.59	14.6	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-21	X18.00.18.59	84.72375	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-21	X18.00.18.59	21.0375	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-21	X18.00.18.59	17.6	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-22	X18.00.18.59	34.8075	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-22	X18.00.18.59	11.8575	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-22	X18.00.18.59	29.8	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-23	X18.00.18.59	53.35875	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-23	X18.00.18.59	6.5025	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-23	X18.00.18.59	9.4	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-24	X18.00.18.59	52.4025	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-24	X18.00.18.59	4.2075	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-24	X18.00.18.59	12.8	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-25	X18.00.18.59	21.61125	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-25	X18.00.18.59	3.825	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-25	X18.00.18.59	9.2	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-26	X18.00.18.59	50.68125	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-26	X18.00.18.59	4.39875	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-26	X18.00.18.59	5.6	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-27	X18.00.18.59	48.76875	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-27	X18.00.18.59	3.25125	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-27	X18.00.18.59	7.2	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-28	X18.00.18.59	22.37625	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-28	X18.00.18.59	3.25125	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-28	X18.00.18.59	7.3	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-29	X18.00.18.59	43.03125	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-29	X18.00.18.59	4.59	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-29	X18.00.18.59	3.4	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-30	X18.00.18.59	17.40375	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-30	X18.00.18.59	4.39875	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-30	X18.00.18.59	3.4	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-01-31	X18.00.18.59	2.86875	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-01-31	X18.00.18.59	3.63375	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-01-31	X18.00.18.59	10.7	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-01	X18.00.18.59	13.96125	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-01	X18.00.18.59	3.825	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-01	X18.00.18.59	8.1	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-02	X18.00.18.59	45.5175	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-02	X18.00.18.59	7.07625	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-02	X18.00.18.59	7.4	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-03	X18.00.18.59	NA	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-03	X18.00.18.59	11.28375	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-03	X18.00.18.59	NA	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-04	X18.00.18.59	39.78	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-04	X18.00.18.59	7.65	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-04	X18.00.18.59	13.8	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-05	X18.00.18.59	83.385	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-05	X18.00.18.59	17.02125	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-05	X18.00.18.59	12.6	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-06	X18.00.18.59	85.48875	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-06	X18.00.18.59	27.1575	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-06	X18.00.18.59	7.1	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-07	X18.00.18.59	9.75375	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-07	X18.00.18.59	13.19625	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-07	X18.00.18.59	16.5	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-08	X18.00.18.59	68.85	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-08	X18.00.18.59	11.8575	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-08	X18.00.18.59	6.8	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-09	X18.00.18.59	94.86	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-09	X18.00.18.59	2.86875	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-09	X18.00.18.59	15.4	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-10	X18.00.18.59	69.2325	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-10	X18.00.18.59	12.6225	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-10	X18.00.18.59	6.6	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-11	X18.00.18.59	102.8925	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-11	X18.00.18.59	5.54625	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-11	X18.00.18.59	26.7	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-12	X18.00.18.59	51.255	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-12	X18.00.18.59	15.6825	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-12	X18.00.18.59	20.5	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-13	X18.00.18.59	36.72	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-13	X18.00.18.59	8.0325	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-13	X18.00.18.59	51.3	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-14	X18.00.18.59	50.1075	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-14	X18.00.18.59	10.90125	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-14	X18.00.18.59	38.7	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-15	X18.00.18.59	22.95	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-15	X18.00.18.59	8.60625	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-15	X18.00.18.59	52.5	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-16	X18.00.18.59	33.66	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-16	X18.00.18.59	NA	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-16	X18.00.18.59	9.7	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-17	X18.00.18.59	36.72	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-17	X18.00.18.59	0	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-17	X18.00.18.59	8.9	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-18	X18.00.18.59	33.66	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-18	X18.00.18.59	0.95625	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-18	X18.00.18.59	7.4	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-19	X18.00.18.59	37.29375	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-19	X18.00.18.59	0	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-19	X18.00.18.59	7.2	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-20	X18.00.18.59	45.32625	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-20	X18.00.18.59	0.765	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-20	X18.00.18.59	5.4	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-21	X18.00.18.59	28.305	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-21	X18.00.18.59	0	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-21	X18.00.18.59	3.2	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-22	X18.00.18.59	21.22875	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-22	X18.00.18.59	0.57375	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-22	X18.00.18.59	7.6	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-23	X18.00.18.59	17.2125	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-23	X18.00.18.59	0	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-23	X18.00.18.59	8.9	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-24	X18.00.18.59	22.75875	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-24	X18.00.18.59	0	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-24	X18.00.18.59	6.2	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-25	X18.00.18.59	39.58875	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-25	X18.00.18.59	0	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-25	X18.00.18.59	11.6	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-26	X18.00.18.59	47.23875	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-26	X18.00.18.59	1.1475	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-26	X18.00.18.59	9.7	18	2014-07-01
GB0729A	Aberdeen	NO2	background	urban	2015-02-27	X18.00.18.59	35.76375	18	2014-07-01
GB0031R	Aston_Hill	NO2	background	rural	2015-02-27	X18.00.18.59	0	18	2014-07-01
GB0729A	Aberdeen	PM10	background	urban	2015-02-27	X18.00.18.59	16.9	18	2014-07-01
